Unnamed: 0,CID,OdorName,CAS,CanonicalSMILES,MolecularWeight,Odor dilution,EDIBLE,BAKERY,SWEET,FRUIT,FISH,GARLIC,SPICES,COLD,SOUR,BURNT,ACID,WARM,MUSKY,SWEATY,AMMONIA/URINOUS,DECAYED,WOOD,GRASS,FLOWER,CHEMICAL,HOW STRONG IS THE SMELL?,HOW PLEASANT IS THE SMELL?,HOW FAMILIAR IS THE SMELL?
103,8175,decanal,112-31-2,CCCCCCCCCC=O,156.26,"1/1,000",6.5,18.0,15.25,1.0,25.0,21.0,32.0,16.25,32.0,19.5,13.454545454545457,12.0,26.68421052631579,22.23076923076923,15.0,21.857142857142858,15.875,1.0,24.666666666666668,34.91304347826087,59.93617021276596,33.340425531914896,44.0
103,8175,decanal,112-31-2,CCCCCCCCCC=O,156.26,1/10,24.5,16.666666666666668,17.2,19.0,14.25,15.5,11.8,26.428571428571427,23.875,27.63636363636364,25.8125,27.714285714285715,14.333333333333334,18.166666666666668,26.11111111111111,16.2,19.166666666666668,8.833333333333334,6.8,33.38235294117647,78.9074074074074,28.72222222222222,51.888888888888886
104,8180,Undecanoic acid,112-37-8,CCCCCCCCCCC(=O)O,186.29,"1/1,000",48.0,30.0,20.25,24.0,45.0,32.4,36.2,39.25,29.266666666666666,27.33333333333333,26.7,7.666666666666667,31.789473684210527,21.818181818181817,11.285714285714286,20.1,29.0,,,39.578947368421055,57.36734693877551,31.142857142857142,41.93877551020408
104,8180,Undecanoic acid,112-37-8,CCCCCCCCCCC(=O)O,186.29,1/10,11.0,1.0,23.4,16.5,7.5,30.166666666666668,31.142857142857142,22.2,29.105263157894736,18.466666666666665,30.88888888888889,27.5,40.333333333333336,25.214285714285715,38.0,18.22222222222222,35.22222222222222,15.0,17.666666666666668,37.15625,81.79629629629629,22.944444444444443,45.851851851851855
105,14296,"2,3,5,6-Tetramethylpyrazine",1124-11-4,CC1=C(N=C(C(=N1)C)C)C,136.19,"1/1,000",33.333333333333336,11.5,21.625,36.75,52.0,61.5,26.6,65.0,37.833333333333336,46.0,6.666666666666667,17.142857142857142,27.33333333333333,26.83333333333333,24.25,11.0,22.0,6.5,50.333333333333336,18.1,25.79310344827586,49.37931034482759,35.724137931034484
105,14296,"2,3,5,6-Tetramethylpyrazine",1124-11-4,CC1=C(N=C(C(=N1)C)C)C,136.19,1/10,26.3,28.5,29.529411764705884,29.166666666666668,12.333333333333334,23.25,17.666666666666668,17.125,30.473684210526315,19.55555555555556,23.4375,36.3,34.05882352941177,31.0,31.53333333333333,24.22222222222222,11.7,20.6,13.875,32.125,79.07272727272728,28.69090909090909,41.25454545454546
106,8184,1-undecanol,112-42-5,CCCCCCCCCCCO,172.31,"1/1,000",4.5,29.0,26.53846153846154,23.0,4.0,21.75,19.142857142857142,23.33333333333333,21.714285714285715,10.333333333333334,22.272727272727277,25.6,24.0,16.625,40.285714285714285,33.8,14.25,21.0,35.125,33.0,42.765957446808514,41.8936170212766,37.06382978723404
106,8184,1-undecanol,112-42-5,CCCCCCCCCCCO,172.31,1/10,1.0,1.0,32.285714285714285,23.375,1.0,1.0,18.666666666666668,31.3,16.333333333333332,8.0,25.5,16.142857142857142,24.88888888888889,33.0,32.0,27.0,18.666666666666668,26.5,21.416666666666668,37.12903225806452,74.88679245283019,41.0,51.0188679245283
107,8186,undecanal,112-44-7,CCCCCCCCCCC=O,170.29,"1/1,000",48.66666666666666,,25.0,39.0,11.5,27.0,22.666666666666668,23.571428571428573,22.357142857142858,28.5,26.0,24.6,24.727272727272727,57.57142857142857,19.0,40.142857142857146,40.0,6.333333333333333,43.0,29.5,68.16,36.22,47.86
107,8186,undecanal,112-44-7,CCCCCCCCCCC=O,170.29,"1/100,000",54.0,55.0,17.428571428571427,23.33333333333333,,33.333333333333336,66.0,15.0,10.333333333333334,13.333333333333334,11.0,31.5,34.333333333333336,27.666666666666668,21.0,18.0,,56.5,40.66666666666666,27.5,20.36842105263158,50.0,28.157894736842103
108,62374,4-Oxoisophorone,1125-21-9,CC1=CC(=O)CC(C1=O)(C)C,152.19,"1/1,000",25.33333333333333,1.0,30.307692307692307,17.428571428571427,16.666666666666668,12.0,24.33333333333333,19.55555555555556,27.846153846153847,15.333333333333334,29.25,13.285714285714286,39.8,22.33333333333333,20.142857142857142,27.33333333333333,26.444444444444443,21.22222222222222,24.77777777777778,41.07142857142857,49.224489795918366,47.6530612244898,49.69387755102041
108,62374,4-Oxoisophorone,1125-21-9,CC1=CC(=O)CC(C1=O)(C)C,152.19,"1/100,000",38.8,2.5,23.58333333333333,1.0,1.0,37.5,5.25,10.0,32.0,3.0,25.0,23.428571428571427,19.0,4.0,43.5,33.666666666666664,21.0,16.0,20.75,32.6,34.03125,55.03125,44.1875
109,8193,Lauryl alcohol,112-53-8,CCCCCCCCCCCCO,186.33,"1/1,000",11.0,10.5,20.2,7.333333333333333,86.0,95.0,12.25,22.0,24.33333333333333,30.4,12.0,12.0,24.5,32.5,21.33333333333333,6.333333333333333,28.75,20.33333333333333,13.5,11.909090909090908,24.80952380952381,43.0,32.0
109,8193,Lauryl alcohol,112-53-8,CCCCCCCCCCCCO,186.33,1/10,6.666666666666667,1.0,29.09090909090909,28.8,18.0,17.0,41.6,28.875,21.2,16.5,28.857142857142858,28.0,29.416666666666668,13.375,22.384615384615383,19.0,19.33333333333333,37.0,27.181818181818183,31.863636363636363,64.6086956521739,35.84782608695652,50.06521739130435
110,62375,Benzaldehyde dimethyl acetal,1125-88-8,COC(C1=CC=CC=C1)OC,152.19,"1/1,000",18.714285714285715,2.0,21.23076923076923,17.5,13.0,25.25,25.8,34.77777777777778,37.84615384615385,16.6,29.95,34.142857142857146,22.363636363636363,12.77777777777778,28.384615384615383,24.6,11.5,13.22222222222222,15.7,38.774193548387096,68.55555555555556,34.98148148148148,41.53703703703704
110,62375,Benzaldehyde dimethyl acetal,1125-88-8,COC(C1=CC=CC=C1)OC,152.19,"1/100,000",23.25,23.4,24.58333333333333,5.5,,43.0,18.83333333333333,25.8,39.5,31.4,14.6,32.42857142857143,14.8,44.4,17.75,17.5,24.8,11.2,22.0,28.09090909090909,29.23684210526316,49.89473684210526,38.6578947368421
111,8205,Lauryl acetate,112-66-3,CCCCCCCCCCCCOC(=O)C,228.37,"1/1,000",22.5,21.25,15.153846153846152,9.333333333333334,,28.5,35.0,24.166666666666668,35.4,43.4,19.4,22.8,22.5,22.5,28.5,31.33333333333333,26.0,,36.5,19.166666666666668,33.03030303030303,43.54545454545455,33.27272727272727
111,8205,Lauryl acetate,112-66-3,CCCCCCCCCCCCOC(=O)C,228.37,"1/100,000",22.0,3.0,21.77777777777778,,29.0,54.0,21.857142857142858,29.33333333333333,47.0,22.0,31.0,13.5,24.8,43.0,16.0,17.0,27.33333333333333,18.0,33.5,14.833333333333334,22.96153846153846,49.53846153846154,36.57692307692308
112,62378,Dihydrojasmone,1128-08-1,CCCCCC1=C(CCC1=O)C,166.26,"1/1,000",42.66666666666666,,21.041666666666668,42.5,2.0,26.33333333333333,27.4,52.25,22.857142857142858,38.0,16.09090909090909,31.5,28.77777777777778,18.2,39.0,25.0,18.0,22.727272727272727,27.5625,30.210526315789476,62.71698113207548,44.490566037735846,48.0566037735849
112,62378,Dihydrojasmone,1128-08-1,CCCCCC1=C(CCC1=O)C,166.26,"1/100,000",54.0,51.0,16.944444444444443,23.0,,,22.166666666666668,20.25,33.333333333333336,11.6,16.833333333333332,19.75,27.714285714285715,12.333333333333334,39.0,34.5,3.0,44.0,35.5,27.53846153846154,44.2972972972973,48.51351351351352,42.94594594594594
113,14328,"3,4-Dimethoxyacetophenone",1131-62-0,CC(=O)C1=CC(=C(C=C1)OC)OC,180.2,"1/1,000",25.0,43.66666666666666,32.0,1.0,69.0,42.0,22.4,26.0,26.83333333333333,28.142857142857142,3.75,15.0,30.5,27.4,37.25,19.142857142857142,17.75,26.4,52.0,29.7,26.51851851851852,51.407407407407405,35.888888888888886
113,14328,"3,4-Dimethoxyacetophenone",1131-62-0,CC(=O)C1=CC(=C(C=C1)OC)OC,180.2,1/10,26.727272727272727,27.666666666666668,30.4,37.0,12.0,18.625,20.846153846153847,6.0,27.1875,27.6,25.444444444444443,32.63636363636363,27.31578947368421,15.692307692307692,30.307692307692307,24.1,41.81818181818182,2.0,10.166666666666666,33.421052631578945,61.72222222222222,38.888888888888886,48.57407407407408
114,8294,Linalyl acetate,115-95-7,CC(=CCCC(C)(C=C)OC(=O)C)C,196.29,"1/1,000",32.0,,17.76923076923077,22.5,42.0,47.5,25.25,14.8,31.666666666666668,18.25,22.0,21.0,20.428571428571427,20.714285714285715,15.0,13.0,21.83333333333333,30.11111111111111,23.666666666666668,32.5,29.8,56.91428571428571,39.34285714285714
114,8294,Linalyl acetate,115-95-7,CC(=CCCC(C)(C=C)OC(=O)C)C,196.29,"1/100,000",28.0,16.0,34.75,,47.0,28.0,18.25,10.333333333333334,43.0,31.666666666666668,21.5,21.5,29.33333333333333,13.0,41.0,38.0,37.25,13.0,99.0,35.4,31.5,44.45,38.15
115,8363,Benzyl salicylate,118-58-1,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2O,228.24,"1/1,000",10.25,30.25,26.0625,12.0,,32.0,26.857142857142858,41.6,38.285714285714285,19.5,29.25,16.125,17.5,43.333333333333336,47.25,26.0,10.0,13.5,32.5,35.07692307692308,28.44117647058824,53.64705882352941,38.02941176470589
115,8363,Benzyl salicylate,118-58-1,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2O,228.24,1/10,34.666666666666664,1.0,30.3,1.0,18.5,33.333333333333336,27.25,20.0,34.875,16.0,15.428571428571429,17.25,18.25,14.833333333333334,16.0,7.0,18.8,25.0,37.25,27.272727272727277,48.5945945945946,57.62162162162162,40.7027027027027
116,8375,2-Hydroxyacetophenone,118-93-4,CC(=O)C1=CC=CC=C1O,136.15,"1/1,000",21.666666666666668,18.666666666666668,28.90909090909091,30.33333333333333,1.0,3.333333333333333,30.125,25.75,27.153846153846157,30.75,29.80952380952381,42.11111111111112,30.571428571428573,17.571428571428573,28.75,16.125,17.428571428571427,1.3333333333333333,5.4,40.285714285714285,80.67272727272727,29.545454545454547,49.61818181818182
116,8375,2-Hydroxyacetophenone,118-93-4,CC(=O)C1=CC=CC=C1O,136.15,"1/100,000",21.0,,15.571428571428571,15.0,67.0,36.25,15.166666666666666,19.666666666666668,22.375,21.22222222222222,18.692307692307693,29.714285714285715,24.615384615384617,28.666666666666668,33.333333333333336,28.0,20.0,22.0,26.4,37.77777777777778,48.51020408163265,39.224489795918366,43.81632653061224
117,14491,"1,6-Hexanedithiol",1191-43-1,C(CCCS)CCS,150.3,"1/10,000,000",41.5,22.0,20.33333333333333,28.666666666666668,3.0,6.333333333333333,34.375,27.666666666666668,30.0,30.0,2.0,15.25,22.857142857142858,47.5,47.0,,35.666666666666664,6.0,36.0,34.166666666666664,33.76923076923077,40.11538461538461,36.84615384615385
117,14491,"1,6-Hexanedithiol",1191-43-1,C(CCCS)CCS,150.3,"1/100,000",36.54545454545455,28.857142857142858,8.0,1.0,22.2,29.454545454545453,18.166666666666668,28.2,26.33333333333333,34.689655172413794,26.857142857142858,26.22222222222222,33.07692307692308,27.375,11.857142857142858,38.91666666666666,14.125,50.0,15.666666666666666,29.928571428571427,74.77777777777777,24.90740740740741,51.51851851851852
118,4133,methyl salicylate,119-36-8,COC(=O)C1=CC=CC=C1O,152.15,"1/1,000",33.888888888888886,11.0,40.37037037037037,15.0,1.0,1.0,27.785714285714285,27.142857142857142,33.6,16.0,23.25,27.454545454545453,4.0,14.333333333333334,20.142857142857142,26.666666666666668,4.666666666666667,27.75,36.77777777777778,30.703703703703702,71.87272727272727,60.83636363636364,63.92727272727273
118,4133,methyl salicylate,119-36-8,COC(=O)C1=CC=CC=C1O,152.15,"1/100,000",31.0,29.0,18.727272727272727,16.666666666666668,,45.0,18.0,20.0,20.33333333333333,2.0,12.0,9.0,56.66666666666666,,19.5,42.5,,28.0,66.5,33.0,16.681818181818183,56.72727272727273,38.13636363636363
119,14514,2-Acetyl-5-methylfuran,1193-79-9,CC1=CC=C(O1)C(=O)C,124.14,"1/1,000",28.75,19.166666666666668,34.416666666666664,21.0,36.66666666666666,34.25,13.6,19.857142857142858,29.375,23.94736842105263,30.55555555555556,36.11111111111112,35.46666666666667,14.5,21.857142857142858,26.444444444444443,14.833333333333334,5.0,51.2,44.064516129032256,71.51851851851852,36.48148148148148,38.16666666666666
119,14514,2-Acetyl-5-methylfuran,1193-79-9,CC1=CC=C(O1)C(=O)C,124.14,"1/100,000",48.0,49.0,34.666666666666664,1.0,47.0,29.0,8.833333333333334,5.75,29.75,14.5,41.0,6.0,21.785714285714285,6.6,29.33333333333333,2.333333333333333,11.666666666666666,19.166666666666668,58.5,16.5,25.166666666666668,47.4,38.2
120,3102,benzophenone,119-61-9,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,182.22,"1/1,000",23.5,1.0,27.466666666666665,22.714285714285715,27.0,12.5,29.55555555555556,28.714285714285715,10.5,13.0,23.0,26.125,8.2,12.8,2.4,5.0,8.75,11.0,45.75,32.578947368421055,24.88888888888889,57.5,33.22222222222222
120,3102,benzophenone,119-61-9,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,182.22,1/10,7.8,20.5,22.9,28.83333333333333,6.0,8.333333333333334,14.666666666666666,33.36363636363637,16.75,27.944444444444443,36.80952380952381,28.0,16.09090909090909,11.2,25.363636363636363,22.0,26.727272727272727,4.0,25.0,37.83783783783784,67.69811320754717,36.18867924528302,38.64150943396226
121,660,Dihydrocoumarin,119-84-6,C1CC(=O)OC2=CC=CC=C21,148.16,"1/1,000",28.77777777777778,26.066666666666663,32.76923076923077,31.5,1.0,1.0,30.42105263157895,27.5,25.77777777777778,24.0,27.0,42.36363636363637,36.25,10.0,18.285714285714285,30.0,27.5,28.25,22.5625,27.22222222222222,70.85454545454546,64.81818181818181,59.74545454545454
121,660,Dihydrocoumarin,119-84-6,C1CC(=O)OC2=CC=CC=C21,148.16,"1/100,000",36.72727272727273,44.61538461538461,19.73076923076923,18.0,16.0,14.0,19.545454545454547,8.75,20.0,29.0,28.142857142857142,23.46153846153846,23.22222222222222,10.666666666666666,38.66666666666666,4.5,21.571428571428573,26.8,29.384615384615383,16.09090909090909,35.5,64.63636363636364,42.18181818181818
122,8419,Veratraldehyde,120-14-9,COC1=C(C=C(C=C1)C=O)OC,166.17,"1/1,000",23.63636363636364,23.8,33.5,11.666666666666666,1.0,26.0,23.916666666666668,25.33333333333333,14.428571428571429,15.1,12.6,17.857142857142858,23.3,3.333333333333333,7.2,3.6666666666666665,18.571428571428573,50.0,29.142857142857142,16.333333333333332,35.19512195121951,62.39024390243903,53.04878048780488
122,8419,Veratraldehyde,120-14-9,COC1=C(C=C(C=C1)C=O)OC,166.17,1/10,34.24242424242424,34.61290322580645,33.52173913043478,35.875,,,36.44444444444444,22.4,18.25,33.666666666666664,47.0,33.642857142857146,1.0,9.5,12.0,22.75,16.5,55.0,35.0,22.916666666666668,74.0925925925926,75.27777777777777,75.07407407407408
123,6114390,Isoeugenyl phenylacetate,120-24-1,CC=CC1=CC(=C(C=C1)OC(=O)CC2=CC=CC=C2)OC,282.3,"1/1,000",41.0,26.23076923076923,36.0625,22.23076923076923,25.0,9.0,42.47058823529412,28.0,16.833333333333332,24.0,15.428571428571429,41.1875,20.454545454545453,20.33333333333333,56.625,12.666666666666666,29.125,15.2,37.60869565217392,31.933333333333334,78.65454545454546,56.2,67.98181818181818
123,6114390,Isoeugenyl phenylacetate,120-24-1,CC=CC1=CC(=C(C=C1)OC(=O)CC2=CC=CC=C2)OC,282.3,"1/100,000",33.30769230769231,43.7,29.44,18.5,69.0,,38.23076923076923,64.0,39.0,22.33333333333333,34.25,30.666666666666668,45.22222222222222,20.5,45.8,7.8,25.5,21.2,21.4375,16.1,42.40816326530612,59.734693877551024,55.795918367346935
124,61048,Isobutyl benzoate,120-50-3,CC(C)COC(=O)C1=CC=CC=C1,178.23,"1/1,000",36.75,,22.6,23.5,,32.0,24.571428571428573,39.1,25.5,34.166666666666664,40.66666666666666,37.25,35.0,8.0,52.0,33.0,19.33333333333333,49.333333333333336,26.166666666666668,34.8,36.69444444444444,49.02777777777778,41.083333333333336
124,61048,Isobutyl benzoate,120-50-3,CC(C)COC(=O)C1=CC=CC=C1,178.23,1/10,36.75,27.5,40.84615384615385,46.285714285714285,4.5,14.0,34.07142857142857,10.125,23.785714285714285,31.22222222222222,25.615384615384617,20.428571428571427,31.0,18.5,17.555555555555557,22.285714285714285,23.8,24.5,33.0,32.44827586206897,78.70370370370371,47.55555555555556,53.333333333333336
125,2345,Benzyl benzoate,120-51-4,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2,212.24,"1/1,000",8.5,13.0,12.555555555555555,1.0,4.0,15.75,3.333333333333333,19.5,33.57142857142857,16.75,13.666666666666666,30.166666666666668,9.571428571428571,6.75,11.666666666666666,30.33333333333333,7.666666666666667,1.0,2.0,27.1,19.84,48.6,42.36
125,2345,Benzyl benzoate,120-51-4,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2,212.24,1/10,18.0,1.0,34.13333333333333,33.142857142857146,27.25,16.0,29.0,30.6,29.125,18.857142857142858,22.75,21.1,37.642857142857146,9.428571428571429,20.25,40.0,17.857142857142858,26.666666666666668,34.13333333333333,37.54545454545455,53.30612244897959,46.93877551020408,38.48979591836735
126,8438,piperonal,120-57-0,C1OC2=C(O1)C=C(C=C2)C=O,150.13,"1/1,000",40.41176470588236,31.5,28.764705882352946,26.6,49.0,36.0,36.375,26.285714285714285,30.142857142857142,29.33333333333333,30.0,31.916666666666668,34.0,7.0,56.0,27.0,11.0,21.33333333333333,27.3125,16.357142857142858,42.54545454545455,72.02272727272727,54.56818181818182
126,8438,piperonal,120-57-0,C1OC2=C(O1)C=C(C=C2)C=O,150.13,1/10,25.25925925925926,30.666666666666668,35.90909090909091,27.9,1.0,1.0,23.58333333333333,17.666666666666668,17.6,29.4,20.25,41.38461538461539,19.571428571428573,11.333333333333334,4.666666666666667,1.0,16.0,19.5,24.666666666666668,32.833333333333336,69.29629629629629,70.88888888888889,64.48148148148148
127,637796,Isosafrole,120-58-1,CC=CC1=CC2=C(C=C1)OCO2,162.18,"1/1,000",35.10526315789474,30.0,28.02777777777778,15.666666666666666,9.0,13.666666666666666,43.23809523809524,30.08333333333333,18.8,19.0,13.5,23.11111111111111,17.875,14.333333333333334,25.25,7.666666666666667,23.75,16.0,28.75,26.142857142857142,44.68,59.56,56.38
127,637796,Isosafrole,120-58-1,CC=CC1=CC2=C(C=C1)OCO2,162.18,"1/100,000",20.5,37.0,16.571428571428573,34.0,14.0,25.0,14.5,7.0,18.33333333333333,23.0,11.0,4.333333333333333,20.5,5.25,6.0,16.0,4.75,85.5,4.0,1.0,14.428571428571429,54.61904761904762,28.952380952380956
128,8452,Cyclopentanone,120-92-3,C1CCC(=O)C1,84.12,"1/1,000",29.5,,13.363636363636363,13.5,10.666666666666666,14.666666666666666,21.875,32.666666666666664,54.07692307692308,9.142857142857142,21.5625,16.4,31.363636363636363,16.583333333333332,31.46153846153846,17.714285714285715,20.5,31.75,26.25,26.59090909090909,52.340425531914896,36.04255319148936,33.12765957446808
128,8452,Cyclopentanone,120-92-3,C1CCC(=O)C1,84.12,1/10,28.25,22.0,11.444444444444445,48.0,7.0,3.5,17.0,16.5,22.77777777777778,22.615384615384617,37.14814814814815,13.666666666666666,32.23529411764706,17.6,19.307692307692307,19.0,12.5,9.0,10.0,38.36111111111112,81.4,29.6,48.85454545454545
129,8467,Ethyl Vanillin,121-32-4,CCOC1=C(C=CC(=C1)C=O)O,166.17,"1/1,000",37.54545454545455,30.818181818181817,30.53191489361702,22.8,1.0,17.0,29.307692307692307,26.666666666666668,15.0,43.5,1.0,37.55555555555556,6.0,1.0,1.0,8.333333333333334,7.666666666666667,1.0,25.3,29.714285714285715,70.96296296296296,83.94444444444444,77.29629629629629
129,8467,Ethyl Vanillin,121-32-4,CCOC1=C(C=CC(=C1)C=O)O,166.17,1/10,36.604651162790695,33.189189189189186,38.12765957446808,24.5,1.0,6.0,10.375,1.0,30.0,8.2,23.25,38.875,21.8,1.0,19.0,1.0,22.0,2.0,35.2,16.0,75.25454545454545,84.25454545454545,79.83636363636364
130,1183,vanillin,121-33-5,COC1=C(C=CC(=C1)C=O)O,152.15,"1/1,000",39.70454545454545,33.675,34.80392156862745,25.5,1.0,1.0,17.0,6.666666666666667,11.5,22.666666666666668,11.5,41.23529411764706,8.75,2.0,2.0,2.0,1.0,16.5,19.818181818181817,22.666666666666668,74.38888888888889,83.96296296296296,80.66666666666667
130,1183,vanillin,121-33-5,COC1=C(C=CC(=C1)C=O)O,152.15,1/10,29.146341463414632,26.487179487179485,39.88235294117647,18.545454545454547,1.0,1.0,17.285714285714285,21.0,2.0,14.0,1.0,34.52173913043478,8.0,1.0,1.0,1.0,12.0,14.5,14.571428571428571,7.5,72.09433962264151,86.28301886792453,82.58490566037736
131,8468,4-hydroxy-3-methoxybenzoic acid,121-34-6,COC1=C(C=CC(=C1)C(=O)O)O,168.15,"1/1,000",16.4,20.33333333333333,19.88888888888889,27.0,2.0,4.75,18.125,37.0,34.125,26.857142857142858,30.0,17.5,31.444444444444443,26.83333333333333,10.75,39.0,14.5,27.666666666666668,12.8,29.125,28.75757575757576,44.06060606060606,45.42424242424242
131,8468,4-hydroxy-3-methoxybenzoic acid,121-34-6,COC1=C(C=CC(=C1)C(=O)O)O,168.15,1/10,29.8,28.5,26.535714285714285,23.166666666666668,1.0,8.5,17.444444444444443,26.0,21.25,18.7,33.166666666666664,38.92857142857143,25.4,14.0,3.6666666666666665,20.0,23.285714285714285,18.33333333333333,21.5,22.22222222222222,65.3,54.7,51.88
132,326,cuminaldehyde,122-03-2,CC(C)C1=CC=C(C=C1)C=O,148.2,"1/1,000",48.66666666666666,29.166666666666668,19.77777777777778,9.25,28.25,17.692307692307693,24.681818181818183,1.3333333333333333,28.444444444444443,20.0,6.875,34.93333333333333,33.333333333333336,1.25,11.75,6.0,39.75,28.666666666666668,30.4,23.6,59.06122448979592,51.16326530612245,50.93877551020408
132,326,cuminaldehyde,122-03-2,CC(C)C1=CC=C(C=C1)C=O,148.2,"1/100,000",27.33333333333333,7.0,20.1875,12.2,1.0,39.5,23.666666666666668,25.0,21.75,1.5,24.5,12.0,22.166666666666668,8.5,2.0,5.0,37.0,13.666666666666666,37.0,6.4,16.185185185185187,58.11111111111112,31.25925925925926
133,31209,alpha-Amylcinnamaldehyde,122-40-7,CCCCCC(=CC1=CC=CC=C1)C=O,202.29,"1/1,000",23.25,25.33333333333333,28.5,19.5,10.0,24.5,29.75,21.0,26.94117647058824,22.3,22.0,28.77777777777778,36.77777777777778,41.15384615384615,26.0,23.125,18.0,30.75,15.5,44.85,54.42857142857143,33.244897959183675,36.04081632653061
133,31209,alpha-Amylcinnamaldehyde,122-40-7,CCCCCC(=CC1=CC=CC=C1)C=O,202.29,1/10,13.0,1.0,25.61111111111111,45.0,12.0,22.666666666666668,18.666666666666668,26.818181818181817,26.818181818181817,25.666666666666668,18.83333333333333,26.5,35.5,25.5,28.88888888888889,24.714285714285715,29.0,15.0,23.90909090909091,28.23809523809524,65.53846153846153,43.46153846153846,45.13461538461539
134,31210,Butyl phenylacetate,122-43-0,CCCCOC(=O)CC1=CC=CC=C1,192.25,"1/1,000",24.857142857142858,41.333333333333336,33.285714285714285,22.88888888888889,4.0,35.0,25.857142857142858,24.166666666666668,28.8,32.285714285714285,40.0,28.77777777777778,34.69230769230769,27.0,36.833333333333336,21.0,14.666666666666666,25.0,20.8,28.6,53.07407407407408,47.22222222222222,51.61111111111112
134,31210,Butyl phenylacetate,122-43-0,CCCCOC(=O)CC1=CC=CC=C1,192.25,"1/100,000",52.5,23.0,49.333333333333336,,12.0,70.0,51.5,27.666666666666668,9.333333333333334,7.75,11.0,29.75,26.3,19.666666666666668,13.0,2.0,35.0,18.0,1.0,32.333333333333336,24.807692307692307,45.92307692307692,41.34615384615385
135,31219,Benzyl propionate,122-63-4,CCC(=O)OCC1=CC=CC=C1,164.2,"1/1,000",36.23076923076923,11.75,36.833333333333336,30.565217391304348,,,24.4,31.666666666666668,14.0,15.0,29.5,32.714285714285715,20.25,,29.5,22.75,25.5,34.0,25.866666666666667,24.53846153846154,53.020833333333336,67.22916666666667,50.6875
135,31219,Benzyl propionate,122-63-4,CCC(=O)OCC1=CC=CC=C1,164.2,"1/100,000",29.0,18.0,38.66666666666666,26.33333333333333,,34.0,22.857142857142858,8.0,12.0,3.5,35.0,29.83333333333333,26.428571428571427,21.25,58.333333333333336,13.333333333333334,11.0,8.0,14.0,27.2,29.956521739130437,44.04347826086956,34.47826086956522
136,778574,Isobutyl cinnamate,122-67-8,CC(C)COC(=O)C=CC1=CC=CC=C1,204.26,"1/1,000",36.583333333333336,29.25,27.666666666666668,38.1,19.33333333333333,28.83333333333333,18.83333333333333,38.0,23.33333333333333,30.2,27.142857142857142,18.375,19.8,21.6,7.166666666666667,7.6,26.75,8.0,15.77777777777778,23.6,49.275,54.0,38.625
136,778574,Isobutyl cinnamate,122-67-8,CC(C)COC(=O)C=CC1=CC=CC=C1,204.26,1/10,31.545454545454547,20.6,25.476190476190474,22.63636363636364,2.5,25.0,24.916666666666668,16.428571428571427,38.53846153846154,19.1,26.75,21.416666666666668,31.8125,23.9,19.33333333333333,23.0,13.0,21.6,25.25,28.714285714285715,70.43396226415095,41.33962264150944,45.62264150943396
137,31225,Phenethyl propionate,122-70-3,CCC(=O)OCCC1=CC=CC=C1,178.23,"1/1,000",38.16666666666666,46.0,32.73684210526316,24.6,,12.5,18.5,16.0,33.0,21.666666666666668,41.8,30.0,29.571428571428573,61.25,18.5,25.0,38.75,21.0,43.642857142857146,47.30769230769231,49.86666666666667,54.6,54.55555555555556
137,31225,Phenethyl propionate,122-70-3,CCC(=O)OCCC1=CC=CC=C1,178.23,"1/100,000",40.66666666666666,26.0,29.33333333333333,14.666666666666666,22.75,46.333333333333336,16.5,9.0,35.125,25.444444444444443,21.666666666666668,17.88888888888889,19.823529411764707,23.11111111111111,43.333333333333336,25.83333333333333,26.285714285714285,25.0,42.90909090909091,33.5,26.390243902439025,52.609756097560975,51.14634146341464
138,61052,3-Phenylpropyl propionate,122-74-7,CCC(=O)OCCCC1=CC=CC=C1,192.25,"1/1,000",15.333333333333334,25.666666666666668,24.09090909090909,40.5,1.0,2.0,30.55555555555556,7.75,29.6875,32.0,19.09090909090909,16.90909090909091,33.705882352941174,28.428571428571427,36.06666666666667,15.4,15.333333333333334,3.5,34.833333333333336,30.176470588235293,62.8936170212766,36.42553191489362,49.14893617021277
138,61052,3-Phenylpropyl propionate,122-74-7,CCC(=O)OCCCC1=CC=CC=C1,192.25,"1/100,000",36.6,52.75,38.0,64.0,,65.0,13.666666666666666,,36.0,40.5,31.5,73.75,31.8,31.0,40.0,32.0,21.5,29.666666666666668,38.25,29.33333333333333,28.40740740740741,49.77777777777778,38.629629629629626
139,31234,3-Phenyl-1-propanol,122-97-4,C1=CC=C(C=C1)CCCO,136.19,"1/1,000",27.73333333333333,35.4,30.6,24.666666666666668,,37.0,33.09090909090909,51.0,26.818181818181817,12.666666666666666,35.8,28.428571428571427,29.88888888888889,7.0,30.0,6.333333333333333,61.0,39.0,31.46153846153846,33.0,63.28260869565217,48.58695652173913,49.47826086956522
